player_id,firstName,lastName,birthDate,primaryPosition,shootsCatches,season,gamesPlayed,goals,assists,points,pointsPerGame,plusMinus,shots,shootingPercentage,penaltyMinutes,timeOnIce,avgTimeOnIce,faceOffWins,faceOffLosses,faceOffTaken,faceOffPercentage,hits,blocks,takeaways,giveaways,turnoverDifferential,powerPlayGoals,powerPlayAssists,powerPlayPoints,powerPlayTimeOnIce,avgPowerPlayTimeOnIce,shortHandedGoals,shortHandedAssists,shortHandedPoints,shortHandedTimeOnIce,avgShortHandedTimeOnIce,salary
8476454,Ryan,Nugent-Hopkins,1993-04-12,C,L,2011-12,62,18,34,52,0.84,-2,134,13.43,16,65493.0,17:36,227,378,605,37.52,38,33,34,32,2,3,20,23,11205.0,3:0,0,0,0,120.0,0:1,925000
8476455,Gabriel,Landeskog,1992-11-23,LW,L,2011-12,82,22,30,52,0.63,20,270,8.15,51,91571.0,18:36,8,28,36,22.22,219,58,58,35,23,6,6,12,10590.0,2:9,0,2,2,6605.0,1:20,925000
8476457,Adam,Larsson,1992-11-12,D,R,2011-12,65,2,16,18,0.28,-7,68,2.94,20,80420.0,20:37,0,0,0,0.0,94,67,12,44,-32,0,4,4,6405.0,1:38,0,1,1,1717.0,0:26,925000
8476459,Mika,Zibanejad,1993-04-18,C,R,2011-12,9,0,1,1,0.11,-3,12,0.0,2,6966.0,12:54,22,28,50,44.0,15,5,4,1,3,0,1,1,567.0,1:3,0,0,0,66.0,0:7,925000
8476460,Mark,Scheifele,1993-03-15,C,R,2011-12,7,1,0,1,0.14,0,5,20.0,0,4597.0,10:56,18,33,51,35.29,3,1,0,2,-2,1,0,1,499.0,1:11,0,0,0,170.0,0:24,925000
8476461,Sean,Couturier,1992-12-07,C,L,2011-12,77,13,14,27,0.35,18,116,11.21,14,65323.0,14:8,378,426,804,47.01,82,33,48,26,22,0,1,1,2072.0,0:26,2,0,2,12461.0,2:41,925000
8476466,Sven,Baertschi,1992-10-05,LW,L,2011-12,5,3,0,3,0.6,2,10,30.0,4,3341.0,11:8,0,0,0,0.0,5,0,3,0,3,0,0,0,173.0,0:34,0,0,0,0.0,0:0,925000
8476792,Torey,Krug,1991-04-12,D,L,2011-12,2,0,1,1,0.5,0,3,0.0,0,2055.0,17:7,0,0,0,0.0,0,4,0,0,0,0,0,0,129.0,1:4,0,0,0,46.0,0:23,916667
8476806,J.T.,Brown,1990-07-02,RW,R,2011-12,5,0,1,1,0.2,2,13,0.0,0,4157.0,13:51,0,0,0,0.0,2,3,1,2,-1,0,0,0,497.0,1:39,0,0,0,0.0,0:0,925000
8448208,Jaromir,Jagr,1972-02-15,RW,L,2012-13,45,16,19,35,0.78,-2,115,13.91,22,49491.0,18:19,0,1,1,0.0,13,10,19,28,-9,6,5,11,8353.0,3:5,0,0,0,94.0,0:2,4500000
8457981,Teemu,Selanne,1970-07-03,RW,R,2012-13,46,12,12,24,0.52,-10,96,12.5,28,43311.0,15:41,85,83,168,50.6,8,10,23,31,-8,3,4,7,6010.0,2:10,0,0,0,53.0,0:1,4500000
8458537,Ray,Whitney,1972-05-08,LW,R,2012-13,32,11,18,29,0.91,1,62,17.74,4,37240.0,19:23,16,35,51,31.37,10,14,29,41,-12,4,8,12,7105.0,3:42,0,0,0,142.0,0:4,4500000
8458951,Sergei,Gonchar,1974-04-13,D,L,2012-13,45,3,24,27,0.6,4,85,3.53,26,64781.0,23:59,0,0,0,0.0,25,65,10,28,-18,2,10,12,10043.0,3:43,0,0,0,6030.0,2:14,5500000
8459444,Todd,Bertuzzi,1975-02-02,RW,L,2012-13,7,2,1,3,0.43,3,10,20.0,2,6518.0,15:31,0,0,0,0.0,6,1,0,4,-4,0,0,0,1361.0,3:14,0,0,0,3.0,0:0,2075000
8459454,Jay,Pandolfo,1974-12-27,LW,L,2012-13,18,0,0,0,0.0,-2,11,0.0,2,9799.0,9:4,2,3,5,40.0,25,8,1,3,-2,0,0,0,0.0,0:0,0,0,0,1321.0,1:13,600000
8459457,Jamie,Langenbrunner,1975-07-24,RW,R,2012-13,4,0,1,1,0.25,1,5,0.0,0,2347.0,9:46,0,4,4,0.0,4,0,0,1,-1,0,0,0,80.0,0:20,0,0,0,298.0,1:14,1250000
8459514,Jamal,Mayers,1974-10-24,RW,R,2012-13,19,0,2,2,0.11,2,10,0.0,16,7946.0,6:58,42,36,78,53.85,26,4,3,2,1,0,0,0,155.0,0:8,0,0,0,232.0,0:12,600000
8459628,Hal,Gill,1975-04-06,D,L,2012-13,32,0,0,0,0.0,-3,8,0.0,12,25699.0,13:23,0,0,0,0.0,28,38,7,12,-5,0,0,0,2.0,0:0,0,0,0,4998.0,2:36,2000000
8459670,Kimmo,Timonen,1975-03-18,D,L,2012-13,45,5,24,29,0.64,3,78,6.41,36,58769.0,21:45,0,0,0,0.0,31,79,13,21,-8,3,14,17,10282.0,3:48,0,0,0,7895.0,2:55,6333333
8460492,Ed,Jovanovski,1976-06-26,D,L,2012-13,6,0,1,1,0.17,-4,6,0.0,0,5639.0,15:39,0,0,0,0.0,3,8,1,6,-5,0,0,0,287.0,0:47,0,0,0,967.0,2:41,4125000
8460496,Ryan,Smyth,1976-02-21,LW,L,2012-13,47,2,11,13,0.28,-5,69,2.9,40,43345.0,15:22,87,115,202,43.07,41,24,15,26,-11,0,1,1,3542.0,1:15,1,0,1,7132.0,2:31,2250000
8460542,Patrik,Elias,1976-04-13,C,L,2012-13,48,14,22,36,0.75,5,118,11.86,22,53912.0,18:43,71,92,163,43.56,20,14,26,21,5,5,9,14,10097.0,3:30,1,0,1,4798.0,1:39,6000000
8460561,Sheldon,Souray,1976-07-13,D,L,2012-13,44,7,10,17,0.39,19,80,8.75,52,55253.0,20:55,1,0,1,100.0,34,58,9,32,-23,2,3,5,4827.0,1:49,0,0,0,6585.0,2:29,3666667
8460621,Daniel,Alfredsson,1972-12-11,RW,R,2012-13,47,10,16,26,0.55,1,101,9.9,33,54566.0,19:20,16,22,38,42.11,28,30,37,36,1,3,8,11,8408.0,2:58,0,1,1,4507.0,1:35,4875000
8460626,Bryce,Salvador,1976-02-11,D,L,2012-13,39,0,2,2,0.05,-12,29,0.0,22,49909.0,21:19,0,0,0,0.0,36,79,11,22,-11,0,0,0,314.0,0:8,0,0,0,8097.0,3:27,3166667
8460719,Steve,Sullivan,1974-07-06,LW,R,2012-13,42,7,10,17,0.4,-12,61,11.48,24,36676.0,14:33,3,3,6,50.0,12,3,15,15,0,4,4,8,7041.0,2:47,0,0,0,55.0,0:1,1850000
8460720,Eric,Boulton,1976-08-17,LW,L,2012-13,15,0,0,0,0.0,-4,5,0.0,36,5106.0,5:40,0,0,0,0.0,23,6,1,1,0,0,0,0,19.0,0:1,0,0,0,44.0,0:2,540000
8462033,Wade,Redden,1977-06-12,D,L,2012-13,29,3,4,7,0.24,-2,28,10.71,11,26228.0,15:4,0,0,0,0.0,16,30,7,5,2,0,1,1,1352.0,0:46,0,0,0,332.0,0:11,6500000
8462038,Shane,Doan,1976-10-10,RW,R,2012-13,48,13,14,27,0.56,6,129,10.08,37,51998.0,18:3,4,11,15,26.67,118,10,23,20,3,0,3,3,7907.0,2:44,0,0,0,568.0,0:11,5300000
8462042,Jarome,Iginla,1977-07-01,RW,R,2012-13,44,14,19,33,0.75,-5,134,10.45,31,49668.0,18:48,123,124,247,49.8,65,13,18,17,1,6,6,12,9002.0,3:24,0,0,0,513.0,0:11,7000000
8462129,Michal,Handzus,1977-03-11,C,L,2012-13,39,2,6,8,0.21,-2,41,4.88,16,30735.0,13:8,236,190,426,55.4,31,30,16,14,2,0,0,0,1248.0,0:32,0,0,0,4133.0,1:45,2500000
8462196,Stephane,Robidas,1977-03-03,D,R,2012-13,48,1,12,13,0.27,2,46,2.17,56,64047.0,22:14,0,0,0,0.0,136,93,9,18,-9,0,4,4,6152.0,2:8,0,0,0,8936.0,3:6,3300000
8462225,Filip,Kuba,1976-12-29,D,L,2012-13,44,1,9,10,0.23,-18,50,2.0,24,56030.0,21:13,0,0,0,0.0,37,69,14,17,-3,0,4,4,4282.0,1:37,0,0,0,6710.0,2:32,4000000
8464956,Chris,Phillips,1978-03-09,D,L,2012-13,48,5,9,14,0.29,-5,89,5.62,43,60608.0,21:2,0,0,0,0.0,93,78,9,20,-11,1,0,1,4389.0,1:31,0,0,0,9011.0,3:7,3083333
8464966,Derek,Morris,1978-08-24,D,R,2012-13,39,0,11,11,0.28,-6,68,0.0,36,50067.0,21:23,0,0,0,0.0,92,69,10,15,-5,0,3,3,2584.0,1:6,0,0,0,5490.0,2:20,2750000
8464967,Marty,Reasoner,1977-02-26,C,L,2012-13,31,0,5,5,0.16,-3,34,0.0,4,20880.0,11:13,157,142,299,52.51,21,14,14,1,13,0,0,0,119.0,0:3,0,0,0,3449.0,1:51,1350000
8464975,Daniel,Briere,1977-10-06,C,R,2012-13,34,6,10,16,0.47,-13,87,6.9,10,32762.0,16:3,62,73,135,45.93,15,6,7,13,-6,3,3,6,5857.0,2:52,0,0,0,61.0,0:1,6500000
8464977,Dainius,Zubrus,1978-06-16,C,L,2012-13,22,2,7,9,0.41,-3,22,9.09,12,22156.0,16:47,11,17,28,39.29,31,9,6,6,0,0,0,0,1439.0,1:5,0,2,2,2341.0,1:46,3400000
8464989,Matt,Cullen,1976-11-02,C,L,2012-13,42,7,20,27,0.64,9,79,8.86,10,40046.0,15:53,245,203,448,54.69,18,18,14,24,-10,0,4,4,4906.0,1:56,0,0,0,3386.0,1:20,3500000
8464994,Steve,Begin,1978-06-14,LW,L,2012-13,36,4,4,8,0.22,-2,31,12.9,22,17266.0,7:59,57,60,117,48.72,62,21,4,7,-3,0,0,0,58.0,0:1,1,0,1,2839.0,1:18,525000
8465009,Zdeno,Chara,1977-03-18,D,L,2012-13,48,7,12,19,0.4,14,119,5.88,70,71816.0,24:56,0,1,1,0.0,101,64,12,34,-22,3,1,4,7081.0,2:27,0,1,1,9217.0,3:12,6916667
8465042,Toni,Lydman,1977-09-25,D,L,2012-13,35,0,6,6,0.17,-1,28,0.0,12,40713.0,19:23,0,0,0,0.0,83,76,6,19,-13,0,0,0,345.0,0:9,0,1,1,4536.0,2:9,3000000
8465050,Eric,Belanger,1977-12-16,C,L,2012-13,26,0,3,3,0.12,-1,31,0.0,10,22034.0,14:7,203,175,378,53.7,19,15,12,9,3,0,0,0,310.0,0:11,0,0,0,4893.0,3:8,1750000
8465058,Michal,Rozsival,1978-09-03,D,R,2012-13,27,0,12,12,0.44,18,13,0.0,14,29341.0,18:6,0,2,2,0.0,44,28,10,13,-3,0,0,0,1610.0,0:59,0,1,1,804.0,0:29,2000000
8465166,Craig,Adams,1977-04-26,RW,R,2012-13,48,3,6,9,0.19,-1,46,6.52,28,32146.0,11:9,51,47,98,52.04,107,37,5,7,-2,0,0,0,88.0,0:1,1,0,1,7654.0,2:39,675000
8465200,Tomas,Kaberle,1978-03-02,D,L,2012-13,10,0,3,3,0.3,4,11,0.0,0,8127.0,13:32,0,0,0,0.0,2,11,1,1,0,0,0,0,1435.0,2:23,0,0,0,39.0,0:3,4250000
8465202,Sami,Salo,1974-09-02,D,R,2012-13,46,2,15,17,0.37,5,48,4.17,16,57919.0,20:59,0,0,0,0.0,40,65,13,16,-3,1,6,7,6619.0,2:23,0,0,0,6862.0,2:29,3750000
8465914,Francis,Bouillon,1975-10-17,D,L,2012-13,48,1,8,9,0.19,4,46,2.17,21,52059.0,18:4,0,0,0,0.0,78,50,9,34,-25,0,0,0,4463.0,1:32,0,0,0,2948.0,1:1,1500000
8465951,Matt,Cooke,1978-09-07,LW,L,2012-13,48,8,13,21,0.44,-2,61,13.11,36,42373.0,14:42,3,11,14,21.43,97,41,11,13,-2,0,0,0,226.0,0:4,0,0,0,6333.0,2:11,1800000
8465978,Shawn,Thornton,1977-07-23,LW,R,2012-13,45,3,4,7,0.16,1,55,5.45,60,21886.0,8:6,7,10,17,41.18,77,13,11,3,8,0,0,0,28.0,0:0,0,0,0,0.0,0:0,1100000
8466138,Joe,Thornton,1979-07-02,C,L,2012-13,48,7,33,40,0.83,6,85,8.24,26,52929.0,18:22,410,291,701,58.49,23,21,37,42,-5,2,19,21,9501.0,3:17,0,0,0,1391.0,0:28,7000000
8466139,Patrick,Marleau,1979-09-15,C,L,2012-13,48,17,14,31,0.65,-2,150,11.33,24,55039.0,19:6,71,79,150,47.33,38,13,25,26,-1,6,8,14,9321.0,3:14,1,0,1,4252.0,1:28,6900000
8466140,Olli,Jokinen,1978-12-05,C,L,2012-13,45,7,7,14,0.31,-19,85,8.24,14,46243.0,17:7,300,330,630,47.62,91,27,14,17,-3,0,1,1,6317.0,2:20,0,0,0,39.0,0:0,4500000
8466142,Eric,Brewer,1979-04-17,D,L,2012-13,48,4,8,12,0.25,3,56,7.14,30,59078.0,20:30,0,0,0,0.0,88,94,13,30,-17,1,0,1,719.0,0:14,0,0,0,5843.0,2:1,3875000
8466148,Marian,Hossa,1979-01-12,RW,L,2012-13,40,17,14,31,0.78,20,116,14.66,16,43299.0,18:2,1,2,3,33.33,12,13,48,14,34,4,2,6,6334.0,2:38,1,1,2,3345.0,1:23,5275000
8466149,Daniel,Cleary,1978-12-18,RW,L,2012-13,48,9,6,15,0.31,-6,93,9.68,40,47357.0,16:26,11,12,23,47.83,56,21,11,19,-8,5,0,5,7241.0,2:30,1,0,1,3308.0,1:8,2800000
8466158,Scott,Hannan,1979-01-23,D,L,2012-13,33,0,1,1,0.03,-14,25,0.0,22,38310.0,19:20,0,0,0,0.0,35,54,9,10,-1,0,0,0,33.0,0:1,0,0,0,4847.0,2:26,1000000
8466160,Brenden,Morrow,1979-01-16,LW,L,2012-13,44,12,13,25,0.57,-3,55,21.82,37,39236.0,14:51,13,11,24,54.17,85,20,11,15,-4,2,2,4,6066.0,2:17,0,0,0,292.0,0:6,4100000
8466215,Joe,Corvo,1977-06-20,D,R,2012-13,40,6,11,17,0.42,-3,71,8.45,14,45022.0,18:45,0,0,0,0.0,27,38,15,20,-5,3,5,8,5429.0,2:15,0,0,0,1734.0,0:43,2000000
8466251,Jason,Chimera,1979-05-02,LW,L,2012-13,47,3,11,14,0.3,-5,92,3.26,48,35743.0,12:40,21,15,36,58.33,73,12,10,20,-10,0,0,0,676.0,0:14,0,0,0,330.0,0:7,1750000
8466285,Brian,Campbell,1979-05-23,D,L,2012-13,48,8,19,27,0.56,-22,70,11.43,12,76080.0,26:25,0,0,0,0.0,14,65,14,27,-13,6,11,17,11091.0,3:51,0,0,0,5608.0,1:56,7142875
8466333,Andrew,Ference,1979-03-17,D,L,2012-13,48,4,9,13,0.27,9,66,6.06,35,56130.0,19:29,0,0,0,0.0,89,60,5,31,-26,0,0,0,448.0,0:9,0,1,1,6420.0,2:13,2250000
8466378,Martin,St. Louis,1975-06-18,RW,L,2012-13,48,17,43,60,1.25,0,112,15.18,14,63312.0,21:59,12,16,28,42.86,23,32,43,40,3,3,17,20,10395.0,3:36,0,0,0,2270.0,0:47,5625000
8466393,Pascal,Dupuis,1979-04-07,RW,L,2012-13,48,20,18,38,0.79,31,140,14.29,26,50420.0,17:30,27,30,57,47.37,83,36,29,13,16,2,1,3,2350.0,0:48,1,0,1,5521.0,1:55,1500000
8466398,Tom,Kostopoulos,1979-01-24,RW,R,2012-13,15,1,0,1,0.07,0,13,7.69,18,8187.0,9:5,3,2,5,60.0,23,3,2,1,1,0,0,0,62.0,0:4,0,0,0,220.0,0:14,600000
8467096,Dan,Boyle,1976-07-12,D,R,2012-13,46,7,13,20,0.43,3,97,7.22,27,62922.0,22:47,0,0,0,0.0,29,81,16,42,-26,5,8,13,9572.0,3:28,0,1,1,3112.0,1:7,6666666
8467329,Vincent,Lecavalier,1980-04-21,C,L,2012-13,39,10,22,32,0.82,-5,86,11.63,29,41846.0,17:52,404,338,742,54.45,74,13,12,7,5,5,4,9,7152.0,3:3,0,0,0,437.0,0:11,7727272
8467330,David,Legwand,1980-08-17,C,L,2012-13,48,12,13,25,0.52,-6,78,15.38,20,53066.0,18:25,362,359,721,50.21,20,20,31,32,-1,2,2,4,5672.0,1:58,0,0,0,3084.0,1:4,4500000
8467331,Brad,Stuart,1979-11-06,D,L,2012-13,48,0,6,6,0.12,4,39,0.0,25,58918.0,20:27,0,0,0,0.0,87,89,15,27,-12,0,0,0,423.0,0:8,0,1,1,7606.0,2:38,3600000
8467332,Bryan,Allen,1980-08-21,D,L,2012-13,41,0,6,6,0.15,1,25,0.0,34,46097.0,18:44,0,0,0,0.0,63,66,4,22,-18,0,0,0,135.0,0:3,0,0,0,4578.0,1:51,3500000
8467334,Manny,Malhotra,1980-05-18,C,L,2012-13,9,0,0,0,0.0,-3,2,0.0,0,6010.0,11:7,64,34,98,65.31,8,4,3,0,3,0,0,0,105.0,0:11,0,0,0,1503.0,2:47,2500000
8467336,Mike,Rupp,1980-01-13,LW,L,2012-13,40,1,3,4,0.1,-2,29,3.45,79,20056.0,8:21,16,11,27,59.26,48,9,6,5,1,0,0,0,18.0,0:0,0,0,0,0.0,0:0,1333333
8467338,Alex,Tanguay,1979-11-21,LW,L,2012-13,40,11,16,27,0.68,-13,44,25.0,22,46462.0,19:21,68,105,173,39.31,24,28,19,33,-14,2,7,9,7242.0,3:1,1,0,1,3154.0,1:18,3500000
8467344,Robyn,Regehr,1980-04-19,D,L,2012-13,41,0,4,4,0.1,-4,27,0.0,23,47776.0,19:25,0,0,0,0.0,100,69,1,21,-20,0,0,0,291.0,0:7,0,0,0,7233.0,2:56,4020000
8467346,Simon,Gagne,1980-02-29,LW,L,2012-13,38,5,11,16,0.42,-1,76,6.58,8,32234.0,14:8,2,0,2,100.0,24,15,17,10,7,2,2,4,3605.0,1:34,0,1,1,850.0,0:22,3500000
8467351,Scott,Gomez,1979-12-23,C,L,2012-13,39,2,13,15,0.38,-10,58,3.45,22,31669.0,13:32,181,143,324,55.86,4,11,20,21,-1,0,8,8,5213.0,2:13,0,0,0,7.0,0:0,7357143
8467365,John,Erskine,1980-06-26,D,L,2012-13,30,3,3,6,0.2,10,32,9.38,34,33232.0,18:27,0,0,0,0.0,91,62,4,28,-24,0,0,0,203.0,0:6,0,0,0,3815.0,2:7,1500000
8467370,Mike,Fisher,1980-06-05,C,R,2012-13,38,10,11,21,0.55,6,68,14.71,27,44373.0,19:27,275,288,563,48.85,67,46,23,13,10,1,5,6,5944.0,2:36,0,0,0,3552.0,1:33,4200000
8467371,Mike,Ribeiro,1980-02-10,C,L,2012-13,48,13,36,49,1.02,-4,63,20.63,53,51360.0,17:50,226,279,505,44.75,55,29,22,22,0,6,21,27,9845.0,3:25,0,0,0,503.0,0:10,5000000
8467389,Brad,Richards,1980-05-02,C,L,2012-13,46,11,23,34,0.74,8,110,10.0,14,51924.0,18:48,391,382,773,50.58,25,43,31,24,7,3,6,9,9050.0,3:16,0,0,0,298.0,0:6,6666666
8467396,Erik,Cole,1978-11-06,LW,L,2012-13,47,9,4,13,0.28,-6,86,10.47,20,46226.0,16:23,22,45,67,32.84,101,27,18,17,1,1,2,3,8275.0,2:56,0,0,0,2388.0,0:50,4500000
8467400,Francois,Beauchemin,1980-06-04,D,L,2012-13,48,6,18,24,0.5,19,74,8.11,22,67559.0,23:27,0,0,0,0.0,81,111,17,35,-18,1,7,8,6229.0,2:9,0,0,0,9199.0,3:11,3500000
8467407,Brian,Gionta,1979-01-18,RW,R,2012-13,48,14,12,26,0.54,3,112,12.5,8,52195.0,18:7,14,28,42,33.33,37,23,23,15,8,5,2,7,8502.0,2:57,0,0,0,2052.0,0:42,5000000
8467412,Alexei,Ponikarovsky,1980-04-09,LW,L,2012-13,42,4,5,9,0.21,-1,51,7.84,14,33160.0,13:9,2,5,7,28.57,81,15,4,7,-3,0,0,0,867.0,0:20,0,0,0,1153.0,0:27,1800000
8467423,Shawn,Horcoff,1978-09-17,C,L,2012-13,31,7,5,12,0.39,8,41,17.07,24,31350.0,16:51,245,255,500,49.0,24,20,6,19,-13,3,1,4,4690.0,2:31,0,0,0,4633.0,2:29,5500000
8467428,Krys,Barch,1980-03-26,RW,L,2012-13,22,0,0,0,0.0,1,4,0.0,44,7727.0,5:51,1,1,2,50.0,25,3,0,2,-2,0,0,0,7.0,0:0,0,0,0,0.0,0:0,750000
8467452,Rob,Scuderi,1978-12-30,D,L,2012-13,48,1,11,12,0.25,-6,33,3.03,4,62759.0,21:47,0,1,1,0.0,30,66,6,41,-35,0,0,0,390.0,0:8,0,1,1,9306.0,3:13,3400000
8467463,Mikael,Samuelsson,1976-12-23,RW,R,2012-13,4,0,1,1,0.25,-3,4,0.0,0,3087.0,12:51,0,0,0,0.0,6,1,1,1,0,0,0,0,538.0,2:14,0,0,0,0.0,0:0,3000000
8467478,Kent,Huskins,1979-05-04,D,L,2012-13,19,0,1,1,0.05,-3,4,0.0,4,17858.0,15:39,0,0,0,0.0,18,37,0,5,-5,0,0,0,133.0,0:7,0,0,0,2345.0,2:3,750000
8467493,Chris,Neil,1979-06-18,RW,R,2012-13,48,4,8,12,0.25,0,87,4.6,144,39925.0,13:51,3,3,6,50.0,206,10,13,9,4,0,3,3,4161.0,1:26,0,0,0,64.0,0:1,2000000
8467496,Andrei,Markov,1978-12-20,D,L,2012-13,48,10,20,30,0.62,-9,79,12.66,14,69493.0,24:7,0,0,0,0.0,22,60,18,50,-32,8,15,23,13734.0,4:46,0,0,0,6446.0,2:14,5750000
8467514,Pavel,Datsyuk,1978-07-20,C,L,2012-13,47,15,34,49,1.04,21,107,14.02,14,56911.0,20:10,488,399,887,55.02,31,30,56,38,18,8,8,16,10029.0,3:33,0,3,3,4056.0,1:26,6700000
8467545,Michael,Ryder,1980-03-31,RW,R,2012-13,46,16,19,35,0.76,2,101,15.84,16,44294.0,16:2,3,6,9,33.33,35,16,19,15,4,8,9,17,8228.0,2:58,0,0,0,120.0,0:2,3500000
8467831,Jeff,Halpern,1976-05-03,C,R,2012-13,46,1,2,3,0.07,-8,26,3.85,10,28109.0,10:11,208,163,371,56.06,56,22,15,4,11,0,0,0,79.0,0:1,0,0,0,5846.0,2:7,700000
8467875,Daniel,Sedin,1980-09-26,LW,L,2012-13,47,12,28,40,0.85,12,138,8.7,18,53640.0,19:1,3,4,7,42.86,15,7,16,21,-5,3,9,12,10353.0,3:40,0,0,0,201.0,0:4,6100000
8467876,Henrik,Sedin,1980-09-26,C,L,2012-13,48,11,34,45,0.94,19,70,15.71,24,55721.0,19:20,440,451,891,49.38,22,9,21,19,2,1,12,13,10256.0,3:33,1,0,1,477.0,0:9,6100000
8467890,Barret,Jackman,1981-03-05,D,L,2012-13,46,3,9,12,0.26,6,39,7.69,39,53327.0,19:19,0,0,0,0.0,70,89,11,12,-1,0,0,0,109.0,0:2,0,0,0,7672.0,2:46,3166667
8467899,Martin,Havlat,1981-04-19,RW,L,2012-13,40,8,10,18,0.45,7,89,8.99,30,38024.0,15:50,1,5,6,16.67,6,13,8,20,-12,1,3,4,5349.0,2:13,0,0,0,524.0,0:13,4250000
8467917,Jordan,Leopold,1980-08-03,D,L,2012-13,39,2,8,10,0.26,-8,60,3.33,14,46970.0,20:4,0,0,0,0.0,39,57,7,14,-7,0,4,4,5108.0,2:10,0,0,0,3319.0,1:25,3000000
8467925,Adam,Hall,1980-08-14,RW,R,2012-13,37,0,4,4,0.11,0,34,0.0,23,23381.0,10:31,141,110,251,56.18,59,26,11,6,5,0,0,0,135.0,0:3,0,0,0,4528.0,2:2,650000
8467931,Matt,Carkner,1980-11-03,D,R,2012-13,22,0,2,2,0.09,-2,19,0.0,46,16620.0,12:35,0,0,0,0.0,27,19,3,7,-4,0,0,0,24.0,0:1,0,0,0,508.0,0:23,1500000
8467967,Chris,Kelly,1980-11-11,C,L,2012-13,34,3,6,9,0.26,-8,40,7.5,16,30538.0,14:58,216,157,373,57.91,43,20,19,9,10,1,0,1,225.0,0:6,0,0,0,4684.0,2:17,3000000
8467977,Brian,McGrattan,1981-09-02,RW,R,2012-13,21,3,0,3,0.14,-4,18,16.67,49,8951.0,7:6,0,1,1,0.0,32,6,3,2,1,0,0,0,14.0,0:0,0,0,0,0.0,0:0,600000
8467988,Ryan,Malone,1979-12-01,LW,L,2012-13,24,6,2,8,0.33,-3,37,16.22,22,22663.0,15:44,9,14,23,39.13,49,9,14,7,7,2,0,2,3733.0,2:35,0,0,0,1128.0,0:47,4500000
8468001,Derek,MacKenzie,1981-06-11,C,L,2012-13,43,3,5,8,0.19,1,33,9.09,36,26674.0,10:20,192,131,323,59.44,122,19,12,5,7,0,0,0,106.0,0:2,0,0,0,3796.0,1:28,1000000
8468064,Martin,Erat,1981-08-29,RW,L,2012-13,45,5,19,24,0.53,-7,69,7.25,30,48388.0,17:55,32,30,62,51.61,48,12,18,35,-17,1,7,8,6424.0,2:22,0,0,0,2484.0,0:55,4500000
8468083,Henrik,Zetterberg,1980-10-09,C,L,2012-13,46,11,37,48,1.04,2,173,6.36,18,56643.0,20:31,263,281,544,48.35,20,10,29,27,2,4,19,23,10554.0,3:49,2,0,2,3741.0,1:21,6083333
8468085,Radim,Vrbata,1981-06-13,RW,R,2012-13,34,12,16,28,0.82,6,106,11.32,14,37351.0,18:18,10,22,32,31.25,26,14,18,11,7,2,10,12,6624.0,3:14,1,0,1,593.0,0:17,3000000
8468095,George,Parros,1979-12-29,RW,R,2012-13,39,1,1,2,0.05,-15,16,6.25,57,15468.0,6:36,0,0,0,0.0,53,13,5,3,2,0,0,0,19.0,0:0,0,0,0,44.0,0:1,937500
8468101,Radek,Martinek,1976-08-31,D,R,2012-13,13,3,0,3,0.23,-2,12,25.0,4,12594.0,16:8,0,0,0,0.0,15,19,2,6,-4,0,0,0,3.0,0:0,0,0,0,468.0,0:36,600000
8468114,Douglas,Murray,1980-03-12,D,L,2012-13,43,1,5,6,0.14,-9,27,3.7,35,45373.0,17:35,0,0,0,0.0,89,98,10,10,0,0,0,0,99.0,0:2,0,0,0,7255.0,2:48,2500000
8468162,Jerred,Smithson,1979-02-04,C,R,2012-13,45,3,3,6,0.13,-4,29,10.34,12,28784.0,10:39,265,213,478,55.44,96,30,8,7,1,0,0,0,108.0,0:2,0,0,0,5876.0,2:10,800000
8468208,Joel,Ward,1980-12-02,RW,R,2012-13,39,8,12,20,0.51,7,52,15.38,12,35401.0,15:7,38,27,65,58.46,37,28,16,7,9,1,2,3,4487.0,1:55,1,0,1,2960.0,1:15,3000000
8468309,Mark,Streit,1977-12-11,D,L,2012-13,48,6,21,27,0.56,-14,83,7.23,22,67240.0,23:20,0,0,0,0.0,34,86,20,37,-17,3,8,11,10818.0,3:45,0,0,0,3859.0,1:20,4100000
8468434,Andy,McDonald,1977-08-25,LW,L,2012-13,37,7,14,21,0.57,-2,86,8.14,16,38304.0,17:15,95,103,198,47.98,10,13,13,18,-5,1,6,7,5604.0,2:31,0,0,0,1246.0,0:33,4700000
8468478,Mike,Weaver,1978-05-02,D,R,2012-13,27,1,8,9,0.33,-3,21,4.76,8,32624.0,20:8,0,0,0,0.0,49,51,4,10,-6,0,0,0,175.0,0:6,0,0,0,5385.0,3:19,1100000
8468482,Dany,Heatley,1981-01-21,LW,L,2012-13,36,11,10,21,0.58,-12,83,13.25,8,40033.0,18:32,12,19,31,38.71,26,22,8,8,0,3,4,7,6561.0,3:2,0,0,0,100.0,0:2,7500000
8468483,Marian,Gaborik,1982-02-14,RW,L,2012-13,47,12,15,27,0.57,-3,151,7.95,14,52225.0,18:31,1,2,3,33.33,21,18,19,18,1,1,8,9,7768.0,2:45,0,0,0,114.0,0:2,7500000
8468484,Rostislav,Klesla,1982-03-21,D,L,2012-13,38,2,6,8,0.21,0,44,4.55,22,40190.0,17:37,0,0,0,0.0,40,60,4,5,-1,0,0,0,69.0,0:1,0,0,0,5350.0,2:20,2975000
